Unnamed: 0,nom,desc,accroche,visuel,producteur,contenance,deg_alcool,pays,region,appellation,millesime,accords,gout,caractere,couleur,temp_serv,type_produit,bio,prix,reco1,reco2,reco3,reco4,local_visuel
3418,Barolo 2020 - Elio Altare,"Un vin rouge d'exception issu du vignoble historique du Piémont, en Italie. Élaboré à partir du cépage Nebbiolo, ce Barolo reflète le savoir-faire de la maison Elio Altare. Très expressif et complexe, il dévoile des arômes élégants de fruits rouges et noirs, accompagnés de notes florales de violette et de rose fanée. Des touches épicées, de réglisse, ainsi qu'un boisé subtil s'ajoutent à cette richesse olfactive. Structurée et harmonieuse, cette cuvée a une finale longue, avec une acidité fraîche qui équilibre parfaitement la puissance tannique.","Une expression élégante du Nebbiolo, où la puissance des tanins s'harmonise parfaitement avec des arômes de fruits mûrs, d'épices et de fleurs délicates.",92197-fine_default/barolo-2020-elio-altare.png,Elio Altare,0.75,14.5,Italie,Piémont,Barolo,2020,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Cuisine du monde', 'Fromage', 'Dessert chocolaté']","Chaud, élégant, persistant avec une longue finale, tannins doux. Beaucoup d'énergie et de cerises fraîches, d'orange sanguine et de pierres concassées.","Rouge Complexe, tannique et racé",Rouge,16-18°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",73.0,Real de Asúa 2020 - CVNE,Caiarossa 2020,Les Choregies 2020 - L'Oratoire des Papes,Lanzaga 2020 - Bodega Lanzaga - Telmo Rodríguez,images/03420.png
3419,Charmes Chambertin Grand Cru  2022 - Jean-Claude Boisset,"Le Charmes Chambertin Grand Cru 2022 est une véritable perle de la Côte de Nuits. Ce millésime est l'expression parfaite du terroir exceptionnel de Gevrey-Chambertin, avec ses sols calcaires et caillouteux qui confèrent au vin une finesse incomparable. Récolté manuellement et vinifié avec soin, il révèle au nez des arômes subtils de fruits rouges, de pivoine et de sous-bois, tandis que sa bouche soyeuse s'illustre par des tannins élégants et bien intégrés. Élevé 15 mois en fûts de chêne français, il promet un grand potentiel de garde. Un vin rare, en quantité limitée, qui séduira les amateurs de grands crus.","Un vin d'exception qui incarne toute la noblesse de la Côte de Nuits ! Il promet une expérience de dégustation inoubliable, parfaite pour les moments partagés.",94147-fine_default/charmes-chambertin-grand-cru-2022-jean-claude-boisset.png,Maison Jean-Claude Boisset,0.75,13.0,France,Bourgogne,Charmes Chambertin Grand Cru,2022,"['Charcuterie', 'Viande rouge', 'Gibier', 'Cuisine du monde', 'Fromage', 'Dessert chocolaté']","Texture en bouche soyeuse, avec des tannins bien intégrés et des flaveurs de fruits mûrs.",Rouge Elégant et racé,Rouge,14-16°C,Vin,,290.0,Chambertin Clos de Bèze Grand Cru 2022 - Domaine Bruno Clair,La Landonne 2022 - Jean Michel Gerin,Nuits Saint Georges 1er Cru Aux Chaignots 2022 - Jean-Claude Boisset,La Condenada Tinto 2022 - Bodegas y Vinedos Artuke,images/03421.png
3420,Château Bélair-Monange 2018,"Ce domaine de 12,5 hectares a été acquis en 2008 par Jean-Pierre Moueix et rebaptisé Belair-Monange, en hommage à l'épouse de Jean Moueix grand-père de Christian, le directeur actuel, Anne-Adèle Monange, la première femme de la famille à s'être installée à Saint-Émilion en 1931. Le Bélair-Monange 2018 a un nez sérieusement impressionnant qui délivre des notes de mûres, de truffe noire râpée et un soupçon de clou de girofle. La bouche corsée, riche et pleine d'énergie est soutenue par des tanins fermes et veloutés et une ligne racée et fraîche. C'est un vin à cacher dans la cave pendant 5 à 7 ans. Il continuera à se développer pendant 30 à 40 ans.","""Le Bélair-Monange 2018 s'élance à travers le palais, montrant sa personnalité exubérante et flamboyante."" - VINOUS",92949-fine_default/chateau-belair-monange-2018.png,Château Belair Monange,0.75,15.0,France,Bordeaux,Saint-Emilion Grand Cru Classé,2018,"['Viande rouge', 'Gibier', 'Cuisine du monde', 'Dessert chocolaté']","Notes de mûre, de figue, touche de minéralité, belle texture, pointe de fumée en finale",Rouge Elégant et racé,Rouge,16-18°C,Vin,,180.0,Mercurey 1er Cru - Les Cinq 2018 - Château de Chamirey,Morey Saint Denis 1er Cru Les Chaffots 2018 - Parcelles & Cie - Nuiton Beaunoy,Château Figeac 2018 - 1er Grand Cru Classé B,Château Canon la Gaffeliere 2018 - 1er Grand Cru Classé B,images/03422.png
3421,Savigny Les Beaune 1er Cru Les Peuillets 2022 - Jean-Claude Boisset,"Découvrez le Savigny-Lès-Beaune 1er Cru 2022 de la Maison Jean-Claude Boisset, un vin dune rare élégance qui incarne parfaitement léquilibre et la finesse du terroir de Savigny. Avec son millésime dexception, qui allie abondance et qualité irréprochable, cette cuvée révèle une grande pureté de fruit et une maturité parfaite. Ce 1er Cru exprime tout le savoir-faire historique de la Maison, avec une promesse de garde de 6 à 9 ans. Un vin incontournable, qui trouvera une place de choix dans votre cave !","Élégant et fin, ce millésime d'exception capture toute la richesse de son terroir !",94125-fine_default/savigny-les-beaune-1er-cru-les-peuillets-2022-jean-claude-boisset.png,Maison Jean-Claude Boisset,0.75,13.0,France,Bourgogne,Savigny Les Beaune 1er Cru,2022,"['Apéritif', 'Charcuterie', 'Viande rouge', 'Gibier', 'Cuisine du monde', 'Fromage', 'Dessert chocolaté']","Un vin soyeux, structuré par des tannins fins.",Rouge Elégant et racé,Rouge,16-18°C,Vin,,50.0,Promesse 2022 - Christophe Pichon,Gevrey Chambertin 2022 - Maison Albert Bichot,Nuits Saint Georges 1er Cru Aux Chaignots 2022 - Jean-Claude Boisset,Domaine Les Grands Bois - Marc 2022,images/03423.png
3422,Nuits Saint Georges 1er Cru Aux Chaignots 2022 - Jean-Claude Boisset,"Niché entre Dijon et Beaune, ce vin dexception vous plonge au cœur des terroirs bourguignons. Son nez, riche en petits fruits rouges et épices douces, se marie parfaitement à des notes florales délicates. En bouche, léquilibre est parfait, sa texture veloutée et légèrement fumée offre une belle vivacité qui saura séduire les connaisseurs comme les amateurs. Avec un élevage soigné de 12 mois en fût de chêne, ce millésime 2022 se révèle dune finesse remarquable, promettant une garde de 10 ans et plus. Ne manquez pas cette pépite, un choix idéal pour élever vos repas ou à savourer en toute occasion !",Découvrez le Nuits-Saint-Georges 1er Cru. Son bouquet enivrant et sa texture raffinée en font un vin inoubliable !,92322-fine_default/nuits-saint-georges-1er-cru-aux-chaignots-2022-jean-claude-boisset.png,Maison Jean-Claude Boisset,0.75,13.5,France,Bourgogne,Nuits Saint Georges 1er Cru,2022,"['Charcuterie', 'Viande rouge', 'Gibier', 'Champignon', 'Barbecue', 'Fromage', 'Dessert chocolaté']","En bouche, légèrement fumé, riche avec une jolie vivacité.",Rouge Elégant et racé,Rouge,16-18°C,Vin,,85.0,Savigny Les Beaune 1er Cru Les Peuillets 2022 - Jean-Claude Boisset,Promesse 2022 - Christophe Pichon,Gevrey Chambertin 2022 - Maison Albert Bichot,Grand Mère Pinot Noir 2022 - Domaine Nico,images/03424.png
3423,Vosne Romanée 2021 - Joseph Drouhin,"Au nord de Nuits-Saint-Georges, ce village est le joyau de la Côte de Nuits. Il produit les vins les plus réputés de Bourgogne, comme la Romanée-Conti. En dégustation, on est frappés par la grande diversité des arômes : griotte, muscade, bois de camphre, cuir fin... et plus tard, l'arôme de truffe, pour un ensemble assez étonnant. Avec un équilibre parfait entre tannins et acidité, cette cuvée a du corps. La finale est puissante et très longue, et nous laisse une agréable sensation de fraîcheur sur des tanins soyeux... Ne passez pas à côté de cette pépite !","Une richesse très harmonieuse, pour un grand Bourgogne !",92398-fine_default/vosne-romanee-2021-joseph-drouhin.png,Maison Joseph Drouhin,0.75,13.5,France,Bourgogne,Vosne Romanée,2021,"['Charcuterie', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Fromage']","Bouche racée, souple, ample et ronde sur une jolie finale croquante et élégante",Rouge Elégant et racé,Rouge,15-17°C,Vin,,90.0,Estate Red 2021 - Klein Constantia,Marsannay - Les Longeroies 2021 - Jean Fournier,Nuits Saint Georges 1er Cru - Les 8 Ouvrées 2021 - Domaine des Perdrix,Caiarossa 2021,images/03425.png
3424,Promesse 2022 - Christophe Pichon,"Cette cuvée a fait l'unanimité lors de sa dégustation ! D'abord par ses arômes de fleurs, d'épices et de baies mélangées. Ensuite, par la sensation qu'elle offre en bouche, crémeuse et moelleuse, rendant la dégustation addictive, elle s'ouvre sur de puissantes notes de petits fruits noirs, accompagnées par des nuances grillées qu'apporte subtilement les 8 de Viognier. Les tanins sont massifs et pulpeux mais gardant une petite acidité sous-jacente finement dosée. Bref, tout est parfait, vous ne pourrez pas être déçu, on vous en fait la ""Promesse"" !","Un vin envoûtant, qui allie avec naturel, puissance, fraîcheur et élégance.",92553-fine_default/promesse-2022-christophe-pichon.png,Domaine Christophe Pichon,0.75,13.0,France,Rhône,Côte-Rôtie,2022,"['Viande rouge', 'Viande blanche', 'Gibier', 'Champignon', 'Fromage']","Bouche veloutée, structurée, finale pointue et longuement aromatique.","Rouge Complexe, tannique et racé",Rouge,,Vin,,52.0,Savigny Les Beaune 1er Cru Les Peuillets 2022 - Jean-Claude Boisset,Nuits Saint Georges 1er Cru Aux Chaignots 2022 - Jean-Claude Boisset,Domaine Les Grands Bois - Marc 2022,Grand Mère Pinot Noir 2022 - Domaine Nico,images/03426.png
3425,Côte Roannaise - Chez Coste 2023 - Domaine Sérol,"Le Domaine Sérol est une propriété familiale de 38 hectares cultivés en haute densité, sur les contreforts Est du Massif Central, près des gorges de la Loire. Ce sont des vignes de plus de 30 ans qui produisent cette cuvée exceptionnelle. Les raisins sont éraflés à la main à 100 puis vinifiés sans soufre en amphore. Une vinification 100 naturelle qui donne toute son authenticité à ce vin. Léger et frais, avec des tanins soyeux, cest un vin plaisant à boire jeune, mais qui peut aussi se conserver quelques années pour développer une plus grande complexité.","La cuvée parcellaire ""Chez Coste"" vinifiée en amphore ravira les plus grands amateurs de Côte Roannaise.",92628-fine_default/cote-roannaise-chez-coste-2023-domaine-serol.png,Domaine Sérol,0.75,12.5,France,Loire,Côte Roannaise,2023,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Fromage']","Bouche croquante, tanins veloutés et fruits omniprésents. La longueur et la dynamique de la finale sont superbes.",Rouge Elégant et racé,Rouge,15-17°C,Vin,"['Certifié Biodyvin', 'Certifié Eurofeuille']",32.0,Argentella Rouge 2023 - Château Prince Pierre Napoléon Bonaparte,Syrah - Saint Agathe 2023 - Domaine Georges Vernay,Saint-Joseph 2023 - Yann Chave,Bourgogne Pinot Noir - Cuvée Saint Vincent 2023 - Vincent Girardin,images/03427.png
3426,Château de Beaucastel Blanc 2023,"Ce superbe nectar augmente encore le niveau par rapport au millésime précédent. C'est un vin incontestablement magnifique, qui fait oublier que l'année 2023 a été difficile. Ses notes de fruits blancs, de miel et de fleurs vous subjugueront par leur éclat. La bouche est grasse à souhait et enveloppe subtilement le palais, tout en possédant une jolie minéralité qui permet d'obtenir un fantastique contraste.",""" Magnifique ! Ce Blanc de Beaucastel de Châteauneuf du Pape offre des arômes somptueux, concentrés et luxuriant. "" Jeb DUNNUCK",97931-fine_default/chateau-de-beaucastel-blanc-2023.png,Château de Beaucastel,0.75,14.0,France,Rhône,Châteauneuf-du-Pape,2023,"['Apéritif', 'Charcuterie', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Cuisine du monde', 'Fromage']","Bouche ronde, luxuriante, concentrée et remarquable.",Blanc Sec ample et racé,Blanc,10-11°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",120.0,La Loye 2023 - Jean-Michel Gerin,Chardonnay 2023 - Lapis Luna,Roche Mer Blanc 2023 - Clos Landry,Aigle Royal - Chardonnay 2023 - Gérard Bertrand,images/03428.png
3427,Domaine Les Grands Bois - Marc 2022,"Ce millésime 2022 est le fruit d'un travail méthodique, respectant soigneusement le terroir ! Certifié en Agriculture Biologique depuis 2011, Mireille et Marc Besnardeau mettent tout en œuvre pour que leurs passions et leurs implications se ressentent lors de la dégustation. Cette cuvée portant le nom de son vigneron présente un goût corsé et onctueux où l'élégance et la puissance se retrouvent pour ravir vos palais. Un réel plaisir, une cuvée séduisante, et vos convives ne pourront pas dire le contraire.","""Des arômes généraux qui infusent une bouche ample, puissante et tendue, structurée par de beaux tannins gras encore serrés"" Guide Hachette 2025",92696-fine_default/domaine-les-grands-bois-marc-2022.png,Domaines les Grands Bois,0.75,15.0,France,Rhône,Rasteau,2022,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Fromage']","Un joli volume, beaucoup de richesse, beaucoup de corps, avec des notes bleuets, de violettes, ainsi que des tanins vigoureux .",Rouge Elégant et racé,Rouge,16-17°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",17.9,Grand Père Pinot Noir 2022 - Domaine Nico,Grand Mère Pinot Noir 2022 - Domaine Nico,Promesse 2022 - Christophe Pichon,Savigny Les Beaune 1er Cru Les Peuillets 2022 - Jean-Claude Boisset,images/03429.png
3428,Chevalier-Montrachet Grand Cru - Les Demoiselles 2018 - Louis Latour,"Situé sur la même colline que le Montrachet, la parcelle d'une superficie de 0.51 hectares du Chevalier Montrachet de la maison Louis Latour bénéficie de la plus belle exposition pour dévoiler chaque année des raisins d'une très grande qualité. Un nez complexe qui dévoile des notes entre la vanille, le pain brioche et la pâte d'amandes, avant de laisser place à une bouche d'une belle ampleur, généreuse, sur des arômes de fruits jaunes, de mangue et légèrement épicé. La finale fraîche et élégante, est la cerise sur le gâteau de ce grand cru qui nous fait voyager au cœur de ce beau terroir, qui sublime l'appellation et séduit sans contestation l'ensemble des passionnés de vins de Bourgogne.","Un très grand vin, d'une grande richesse, taillé pour la haute gastronomie : le bijou de son appellation !",92814-fine_default/chevalier-montrachet-grand-cru-les-demoiselles-2018-louis-latour.png,Louis Latour,0.75,14.0,France,Bourgogne,Chevalier-Montrachet,2018,"['Foie gras', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Fromage']","Ample, riche, généreuse, arômes de fruits jaunes et d'épices. Finale fraîche et élégante.",Blanc Sec ample et racé,Blanc,12-14°C,Vin,,457.0,Meursault La Barre Dessus Clos Marguerite 2018 - Domaine Caillot,Le Soula Blanc 2018 - Domaine Le Soula,Château Coutet 2009 - Cuvée Madame,Château Bélair-Monange 2018,images/03430.png
3429,Grand Mère Pinot Noir 2022 - Domaine Nico,"Comme les autres cuvées 100 Pinot Noir du domaine, Grand mère est travaillée avec délicatesse et subtilité, tout en arborant des arômes et saveurs intenses de canneberges, cerises, citrons, fleurs séchées et notes maritimes. A l'ouverture, on découvre un peu de fruits noirs alliés à un caractère épicé de poivre noir et de cannelle, tandis qu'en bouche on se délecte de la cerise rouge et de la fraise. L'acidité est moyenne et modérée, puis vive en finale, lui conférant une grande fraicheur. Le tanins sont fondus et le bois bien intégré, mais il est tout de même conseillé de l'attendre quelques années pour en apprécier pleinement sa grandeur.",""" Frais et vibrant avec des tanins serrés et homogènes, notes salines et minéralité incroyable. "" J. Suckling",92881-fine_default/grand-mere-pinot-noir-2022-domaine-nico.png,Domaine Nico,0.75,12.5,Argentine,Mendoza,Valle de Uco,2022,"['Charcuterie', 'Viande rouge', 'Volaille', 'Gibier', 'Barbecue', 'Cuisine du monde', 'Fromage']","Mi-corsé, frais et vibrant avec des tanins serrés et homogènes.",Rouge Puissant et généreux,Rouge,16-18°C,Vin,,38.9,Grand Père Pinot Noir 2022 - Domaine Nico,Domaine Les Grands Bois - Marc 2022,Promesse 2022 - Christophe Pichon,Savigny Les Beaune 1er Cru Les Peuillets 2022 - Jean-Claude Boisset,images/03431.png
3430,Grand Père Pinot Noir 2022 - Domaine Nico,"Un grand vin argentin provenant d'une vallée mythique où les vins les plus raffinés du pays sont produit ; la Vallée de Uco. Grand Père 2022 est un vin issu d'un terroir de 2 hectares à une altitude de 1120 mètres sur un sol de roches alluvial et calcaire, lui attribuant des caractéristiques uniques. Il dévoile un côté minéral, des notes de fruits noirs écrasés et de champignons. L'équilibre est parfait et les tanins sont soyeux. Un beau flacon a partagé pour toute belle occasion.",""" Corsé avec des tanins soyeux. Souple, brillant et rempli de fruits et d'épices du Sud "" J. Suckling",92886-fine_default/grand-pere-pinot-noir-2022-domaine-nico.png,Domaine Nico,0.75,12.5,Argentine,Mendoza,Valle de Uco,2022,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage']","Une bouche intense de fruits noirs, thym, champignons. Belle rondeur et équilibre d'acidité.",Rouge Elégant et racé,Rouge,16-18°C,Vin,,35.9,Grand Mère Pinot Noir 2022 - Domaine Nico,Domaine Les Grands Bois - Marc 2022,Promesse 2022 - Christophe Pichon,Savigny Les Beaune 1er Cru Les Peuillets 2022 - Jean-Claude Boisset,images/03432.png
3431,Caiarossa 2020,"Un vin rouge emblématique de la région de Toscane, produit par le domaine Caiarossa, situé sur les collines de Riparbella, proche de la côte de la Maremme. Caiarossa est connu pour ses assemblages uniques et ses vins sophistiqués, inspirés des grands crus de Bordeaux mais avec une véritable identité italienne. Ample, structurée et harmonieuse, il a une attaque riche avec une belle concentration, suivie de tanins fins et soyeux qui apportent une texture veloutée. Les saveurs de fruits noirs sont accompagnées par des notes épicées, boisées et légèrement fumées, avec une fraîcheur équilibrée.",Une invitation à découvrir l'expression unique de la Maremme.,92895-fine_default/caiarossa-2020.png,Caiarossa,0.75,14.5,Italie,Toscane,Toscana,2020,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Cuisine du monde', 'Fromage']","Une excellente profondeur, avec des arômes charnus.",Rouge Charnu et fruité,Rouge,17°C,Vin,['Certifié Eurofeuille'],67.0,Les Choregies 2020 - L'Oratoire des Papes,Barolo 2020 - Elio Altare,Lanzaga 2020 - Bodega Lanzaga - Telmo Rodríguez,Real de Asúa 2020 - CVNE,images/03433.png
3432,Ultreia La Claudina 2022 - Raúl Pérez (Bodegas Y Viñedos),"La prestigieuse cave Raúl Pérez propose ce vin blanc unique, élaboré selon une méthode similaire à celle des vins rouges, en contact avec les peaux et les rafles. La vinification a lieu dans de grandes cuves ouvertes sans contrôle de température, permettant à une fine couche de levure de se former spontanément à la surface du liquide. Une cuvée élégante et complexe qui met en valeur de multiples nuances aromatiques. Sa production limitée en fait une rareté.","Raúl Pérez, pionnier de la révolution œnologique en Espagne émerveille par ses grands blancs.",92905-fine_default/ultreia-la-claudina-2022-raul-perez-bodegas-y-vinedos.png,Raúl Pérez (Bodegas y Viñedos),0.75,13.5,Espagne,Castilla y Leon,Bierzo,2022,"['Entrée', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Champignon', 'Cuisine du monde', 'Fromage']","Texture soyeuse et acidité bien équilibrée. Saveurs de fruits mûrs, de pêche, de poire, et notes minérales. Longue finale.",Blanc Sec très aromatique,Blanc,8-11°C,Vin,['Certifié Eurofeuille'],45.9,Chablis Grand Cru Blanchots  2022 - Domaine Long-Depaquit - Maison Albert Bichot,Meursault 1er Cru - Les Boucheres 2022 - Domaine Genot Boulanger,Puligny Montrachet 1er Cru - La Garenne 2022 - Louis Jadot,Chassagne Montrachet 1er Cru Morgeot 2022 - Jean-Claude Boisset,images/03434.png
3433,La Condenada Tinto 2022 - Bodegas y Vinedos Artuke,"La Condenada, issue d'une parcelle de 0,75 hectare de vieilles vignes dans le village de Baños d'Ebro, a fermenté avec des levures indigènes et a mûri dans des foudres de chêne de 600 litres pendant un an. Ce vin séduit par son bouquet complexe de fruits rouges mûrs, dépices délicates et de subtiles notes boisées. La structure est équilibrée, avec une acidité rafraîchissante et une finale longue. Idéal pour accompagner des mets raffinés.",Une cuvée d'exception qui capture lessence de la Rioja avec finesse et profondeur.,92957-fine_default/la-condenada-tinto-2022-bodegas-y-vinedos-artuke.png,Artuke,0.75,14.0,Espagne,Rioja,Rioja,2022,"['Charcuterie', 'Viande rouge', 'Volaille', 'Gibier', 'Champignon', 'Cuisine du monde', 'Fromage']","Précise, élégante et racée, cette cuvée a aussi une profondeur et longueur incroyable.",Rouge Elégant et racé,Rouge,16-17°C,Vin,['Certifié Eurofeuille'],89.0,L'Ermite 2022 - Domaine Sant Armettu,Grand Mère Pinot Noir 2022 - Domaine Nico,Grand Père Pinot Noir 2022 - Domaine Nico,Nuits Saint Georges 1er Cru Aux Chaignots 2022 - Jean-Claude Boisset,images/03435.png
3434,Les Choregies 2020 - L'Oratoire des Papes,"Issue de parcelles de vieilles vignes, cette cuvée tire sa singularité des sols uniques composés de galets roulés et de safres. Le Grenache, cépage emblématique de la région, domine cet assemblage avec 90 de la composition, accompagné de 10 de Mourvèdre pour lui apporter complexité et structure. La particularité de cette cuvée réside dans sa vinification en grappe entière, un processus qui contribue à l'expression pure du fruit. De plus, elle bénéficie d'un élevage en foudre de chêne français pendant 12 mois, suivis de 8 mois supplémentaires en cuve béton pour parfaire son équilibre.",Le résultat d'un travail minutieux et d'un profond respect des traditions qui font la renommée des Châteauneuf-du-Pape !,92963-fine_default/les-choregies-2020-l-oratoire-des-papes.png,L'Oratoire des Papes,0.75,15.0,France,Rhône,Châteauneuf-du-Pape,2020,"['Charcuterie', 'Viande rouge', 'Volaille', 'Gibier', 'Champignon', 'Fromage']",Bouquet aromatique que l’on retrouve en bouche où la générosité du Grenache se marie avec les délicates épices du Mourvèdre.,"Rouge Complexe, tannique et racé",Rouge,16-18°C,Vin,,100.0,Caiarossa 2020,Lanzaga 2020 - Bodega Lanzaga - Telmo Rodríguez,Barolo 2020 - Elio Altare,Real de Asúa 2020 - CVNE,images/03436.png
3435,M 3.0 Brut Nature Non Dosé - Blanquette de Limoux - Domaine Antech,"3.0 est une méthode traditionnelle sans aucun sucre ajouté aux 3 stades d'élaboration vinification, tirage, dosage. Cette cuvée est la plus ultime représentation du cépage autochtone de Limoux: le Mauzac. Ce dernier a été planté pour la première fois par les Romains, il est particulièrement adapté au climat et demande beaucoup moins d'eau que le Chardonnay. Ce pur Mauzac a été élevé 36 mois sur Lattes, il est particulièrement élégant avec des bulles fines et persistantes.","""Un remarquable équilibre se dévoile en bouche entre une matière ample et moelleuse, une fine tension et la fraîcheur du fruit, avec en prime une longue finale sur la pomme verte qui signe le Mauzac"" Guide Hachette 2025",93334-fine_default/m-30-brut-nature-non-dose-blanquette-de-limoux-domaine-antech.png,Domaine Antech,0.75,12.0,France,Languedoc-Roussillon,Blanquette de Limoux,,"['Foie gras', 'Poisson']","Dynamique, ample et finale tendue et fraîche",Vin Effervescent,Blanc,7-8°C,Effervescent,,17.0,Louis de Belair Brut - Blanc de Blancs,Allégorie - Roseline,Chignin Bergeron - Grand Orgue 2017 - Domaine Louis Magnin,Ultreia La Claudina 2022 - Raúl Pérez (Bodegas Y Viñedos),images/03437.png
3436,Meursault 1er Cru - Les Boucheres 2022 - Domaine Genot Boulanger,"Le mot bouchot en bourguignon signifie ""buisson"" ou ""petit bosquet"". A l'époque, la présence de buisson servait à caractériser les lieux-dits. Dans celui-ci, qui est l'un des plus petits de Meursault, la roche y est tellement présente qu'il n'y a que des buissons qui y poussent, d'où son nom. La bouche révèle un Meursault tendu mais sensuel, qui étend son gras fruité avec autant de plaisir que de noblesse et beaucoup d'équilibre !","Ce Meursault 1er Cru Les Bouchères est un vin brillant, loin d'être à son apogée, qui a énormément de secrets à dévoiler sur les années à venir.",93028-fine_default/meursault-1er-cru-les-boucheres-2022-domaine-genot-boulanger.png,Domaine Genot Boulanger,0.75,13.0,France,Bourgogne,Meursault 1er Cru,2022,"['Foie gras', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Champignon', 'Fromage']","Belle tension, équilibre et vivacité",Blanc Sec ample et racé,Blanc,12-14°C,Vin,"['Certifié Agriculture Biologique', 'Certifié Eurofeuille']",135.0,Ultreia La Claudina 2022 - Raúl Pérez (Bodegas Y Viñedos),Puligny Montrachet 1er Cru - La Garenne 2022 - Louis Jadot,Chablis Grand Cru Blanchots  2022 - Domaine Long-Depaquit - Maison Albert Bichot,Chassagne Montrachet 1er Cru Morgeot 2022 - Jean-Claude Boisset,images/03438.png
3437,Estate Red 2021 - Klein Constantia,"Klein Constantia est un domaine sud-africain de la région du Cap, qui élabore des cuvées de qualité à partir de raisins frais, vendangés à la main une fois la maturation parfaite, représentant le caractère unique de leur terroir. La cuvée présente une robe pourpre d'où s'échappent des arômes prononcés de fruits rouges, comme la cerise noire et les épices boisées. Des saveurs délicates transportent ensuite le palais jusquà une finale fraîche, savoureuse et subtilement boisée, aux tannins élégants et raffinés.","Une découverte au cœur des terres sud africaines, riches de caractères aux saveurs singulières !",93108-fine_default/estate-red-2021-klein-constantia.png,Klein Constantia,0.75,14.0,Afrique du Sud,Western Cape,Cape South Coast,2021,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage']","Bouche subtilement boisée, délicate et raffinée. Finale fraîche et savoureuse.",Rouge Charnu et fruité,Rouge,16-17°C,Vin,,29.5,Caiarossa 2021,Vosne Romanée 2021 - Joseph Drouhin,Nuits Saint Georges 1er Cru - Les 8 Ouvrées 2021 - Domaine des Perdrix,Côte à Côte 2021 - L'aventure,images/03439.png
3438,Chignin Bergeron - Grand Orgue 2017 - Domaine Louis Magnin,"C'est un plaisir de pouvoir proposer ce vin du Domaine Louis Magnin, domaine artisanal qui a joué un rôle capital dans l'histoire contemporaine du vignoble Savoyard. Ce Bergeron récolté sur la commune de Montmélian provient d'une sélection des meilleures parcelles sur des sols argilo-calcaires caillouteux. La cuvée Grand Orgue surprend par son intensité, son grain serré très tendu, son acidité brillante et la fraîcheur de son fruit qui rejaillit à l'aération ! C'est un vin de gastronomie, une grande cuvée Savoyarde, qui accompagnera les mets les plus raffinés grâce à une palette aromatique impressionnante !","Une cuvée d'exception, où la Roussanne s'exprime sous son meilleur jour, parfaite pour faire plaisir aux plus fins connaisseurs ! Une vraie merveille de Savoie.",93152-fine_default/chignin-bergeron-grand-orgue-2017-domaine-louis-magnin.png,Domaine Louis Magnin,0.75,13.5,France,Savoie-Bugey,Savoie Chignin-Bergeron,2017,"['Apéritif', 'Charcuterie', 'Poisson', 'Coquillage & Crustacé', 'Volaille', 'Fromage']","Bouche d'une grande vivacité, belle densité, notes briochées, finale crayeuse.",Blanc Sec léger et nerveux,Blanc,8-10°C,Vin,['Certifié Eurofeuille'],29.0,De l'Orée blanc 2017 - Les Parcellaires M. Chapoutier,La Loye 2023 - Jean-Michel Gerin,Ultreia La Claudina 2022 - Raúl Pérez (Bodegas Y Viñedos),Meursault 1er Cru - Les Boucheres 2022 - Domaine Genot Boulanger,images/03440.png
